timestamp,cpu_percent,memory_percent,memory_available_mb,disk_write_mbps,process_count
2026-08-02 14:27:06,16.2,85.5,1759.78,0.35,234
2026-08-02 14:27:11,15.0,85.8,1730.66,0.3,234
2026-08-02 14:27:16,23.6,85.9,1712.66,0.21,234
2026-08-02 14:27:21,25.0,86.2,1674.99,0.28,234
2026-08-02 14:27:26,21.1,86.4,1657.46,0.33,234
2026-08-02 14:27:31,27.0,86.7,1619.62,0.25,234
2026-08-02 14:27:36,14.1,86.7,1616.69,0.36,233
2026-08-02 14:27:42,16.3,86.4,1649.5,0.19,234
2026-08-02 14:27:47,41.9,87.1,1567.4,0.61,235
2026-08-02 14:27:52,68.3,86.2,1683.2,1.53,235
2026-08-02 14:27:57,34.9,85.5,1767.37,0.35,235
2026-08-02 14:28:02,46.4,85.8,1727.55,0.28,235
2026-08-02 14:28:07,14.8,85.2,1806.27,0.27,235
2026-08-02 14:28:12,9.0,85.0,1820.95,0.16,235
2026-08-02 14:28:17,8.2,85.1,1812.25,0.11,235
2026-08-02 14:28:22,10.4,85.5,1765.61,1.13,234
2026-08-02 14:28:27,18.8,85.7,1740.09,2.04,234
2026-08-02 14:28:32,18.4,86.3,1670.28,1.57,235
2026-08-02 14:28:37,11.2,86.4,1650.62,2.09,235
2026-08-02 14:28:42,7.4,86.2,1682.25,1.74,235
2026-08-02 14:28:47,12.8,86.2,1680.5,1.47,235
2026-08-02 14:28:52,8.6,86.0,1707.01,3.96,234
2026-08-02 14:28:57,9.4,86.2,1685.03,0.1,234
2026-08-02 14:29:02,8.8,86.0,1698.88,0.17,233
2026-08-02 14:29:07,9.6,86.0,1700.39,0.18,233
2026-08-02 14:29:12,16.2,86.3,1668.85,0.3,234
2026-08-02 14:29:17,27.0,86.5,1636.7,0.17,234
2026-08-02 14:29:22,36.7,86.1,1690.11,1.6,234
2026-08-02 14:29:27,25.0,85.4,1780.82,0.16,234
2026-08-02 14:29:32,30.3,85.7,1734.35,0.21,234
2026-08-02 14:29:37,25.5,85.5,1761.92,0.24,234
2026-08-02 14:29:42,6.5,85.1,1809.36,0.22,234
2026-08-02 14:29:47,6.7,85.1,1815.52,0.79,234
2026-08-02 14:29:52,7.2,85.1,1810.73,0.14,233
2026-08-02 14:29:57,12.8,85.4,1775.95,0.15,233
2026-08-02 14:30:02,16.0,85.8,1727.93,0.15,233
2026-08-02 14:30:07,18.6,85.7,1737.0,0.19,233
2026-08-02 14:30:12,21.7,85.5,1765.85,0.29,233
2026-08-02 14:30:17,14.9,85.9,1709.57,0.15,233
2026-08-02 14:30:22,16.2,85.5,1758.54,0.22,232
2026-08-02 14:30:27,17.5,85.2,1806.72,0.26,232
2026-08-02 14:30:32,32.9,87.8,1489.64,0.23,232
2026-08-02 14:30:37,29.6,86.2,1674.73,0.43,232
2026-08-02 14:30:42,28.7,84.9,1838.68,0.31,232
2026-08-02 14:30:47,15.0,84.7,1865.29,0.22,232
2026-08-02 14:30:52,21.5,84.3,1910.08,0.2,231
2026-08-02 14:30:57,13.0,83.5,2010.8,0.21,231
2026-08-02 14:31:02,54.7,87.0,1583.12,0.4,231
2026-08-02 14:31:07,23.9,86.3,1664.9,2.51,231
2026-08-02 14:31:12,24.8,84.9,1837.85,2.03,231
2026-08-02 14:31:17,24.0,85.4,1780.79,1.39,232
2026-08-02 14:31:22,19.8,84.8,1848.22,5.27,232
2026-08-02 14:31:27,37.8,84.9,1832.69,0.29,232
2026-08-02 14:31:32,29.5,85.0,1831.03,0.36,232
2026-08-02 14:31:37,14.1,83.3,2029.15,6.32,232
2026-08-02 14:31:42,18.8,83.9,1957.65,0.19,232
2026-08-02 14:31:47,26.2,84.9,1840.86,0.31,233
2026-08-02 14:31:52,34.0,85.0,1825.74,0.89,241
2026-08-02 14:31:57,14.7,85.2,1806.41,0.35,239
2026-08-02 14:32:02,27.5,85.5,1765.14,0.24,239
2026-08-02 14:32:07,20.6,85.7,1736.03,0.39,235
2026-08-02 14:32:12,14.2,86.0,1705.44,0.26,235
2026-08-02 14:32:17,18.2,86.2,1677.09,0.19,234
2026-08-02 14:32:22,17.1,86.6,1632.25,0.2,234
2026-08-02 14:32:27,30.7,84.9,1836.71,0.37,234
2026-08-02 14:32:32,25.9,85.3,1790.64,0.21,233
2026-08-02 14:32:37,15.6,84.9,1841.14,0.25,233
2026-08-02 14:32:42,12.0,84.8,1854.26,0.3,233
2026-08-02 14:32:47,32.4,84.7,1864.66,0.22,235
2026-08-02 14:32:52,85.2,87.3,1540.49,0.54,234
2026-08-02 14:32:57,34.6,87.4,1530.69,7.76,234
2026-08-02 14:33:02,27.8,87.5,1519.71,0.97,235
2026-08-02 14:33:07,34.7,88.0,1461.01,0.2,235
2026-08-02 14:33:12,15.9,88.2,1432.45,0.23,235
2026-08-02 14:33:17,33.2,88.0,1460.09,4.24,235
2026-08-02 14:33:22,33.6,87.5,1525.39,0.25,234
2026-08-02 14:33:27,20.8,87.2,1553.34,0.28,234
2026-08-02 14:33:32,17.2,87.0,1583.52,0.19,234
2026-08-02 14:33:37,19.9,87.5,1521.33,0.25,234
2026-08-02 14:33:42,26.2,87.2,1563.45,0.24,234
2026-08-02 14:33:47,13.9,87.5,1526.53,0.2,234
2026-08-02 14:33:52,17.8,87.6,1507.14,0.19,234
2026-08-02 14:33:57,25.0,87.2,1556.98,0.35,234
2026-08-02 14:34:02,35.0,85.6,1752.41,0.19,233
2026-08-02 14:34:07,19.5,86.0,1705.83,0.17,233
2026-08-02 14:34:12,22.4,85.8,1724.88,0.19,233
2026-08-02 14:34:17,15.4,84.7,1866.82,0.26,233
2026-08-02 14:34:22,12.3,83.4,2021.49,2.29,233
2026-08-02 14:34:27,17.2,82.5,2126.11,0.89,233
2026-08-02 14:34:32,13.5,82.3,2149.06,0.22,233
2026-08-02 14:34:37,15.7,83.0,2072.29,0.3,233
2026-08-02 14:34:42,22.8,82.8,2093.13,0.2,233
2026-08-02 14:34:47,20.1,83.3,2032.85,0.88,233
2026-08-02 14:34:52,34.6,83.3,2032.28,0.29,238
2026-08-02 14:34:57,12.5,82.7,2103.54,0.18,238
2026-08-02 14:35:02,19.7,82.5,2126.01,0.41,234
2026-08-02 14:35:07,19.9,83.6,1998.21,0.29,234
2026-08-02 14:35:12,10.5,83.7,1989.25,0.19,234
2026-08-02 14:35:17,19.6,83.0,2066.09,0.17,235
2026-08-02 14:35:22,25.8,82.8,2092.74,0.26,235
2026-08-02 14:35:27,17.9,82.9,2084.03,0.22,235
2026-08-02 14:35:32,17.2,82.7,2099.85,0.18,235
2026-08-02 14:35:37,12.2,82.9,2076.23,0.25,235
2026-08-02 14:35:42,12.7,82.9,2082.63,0.2,235
2026-08-02 14:35:47,25.0,82.9,2077.79,0.22,234
2026-08-02 14:35:52,29.6,82.9,2074.95,0.17,233
2026-08-02 14:35:57,19.7,83.0,2068.73,0.31,233
2026-08-02 14:36:02,16.7,83.4,2023.89,0.29,234
2026-08-02 14:36:07,16.4,83.6,1996.62,0.18,234
2026-08-02 14:36:12,62.3,84.3,1915.23,0.6,234
2026-08-02 14:36:17,14.8,84.2,1922.61,0.19,234
2026-08-02 14:36:22,23.8,85.2,1800.57,0.34,234
2026-08-02 14:36:27,13.7,85.1,1809.12,0.3,234
2026-08-02 14:36:32,19.7,84.9,1842.34,0.2,234
2026-08-02 14:36:37,7.9,83.9,1960.28,0.27,234
2026-08-02 14:36:42,7.1,83.9,1953.68,0.18,234
2026-08-02 14:36:47,10.6,84.6,1870.81,1.2,234
2026-08-02 14:36:52,23.1,84.7,1865.17,0.29,233
2026-08-02 14:36:57,22.8,84.0,1949.25,0.22,233
2026-08-02 14:37:02,13.2,84.0,1945.27,0.3,233
2026-08-02 14:37:07,11.2,84.4,1899.09,0.12,233
2026-08-02 14:37:12,57.2,87.2,1555.65,0.25,233
2026-08-02 14:37:17,47.1,86.2,1676.12,0.27,233
2026-08-02 14:37:22,27.2,84.6,1876.32,0.22,233
2026-08-02 14:37:27,23.1,84.7,1858.57,0.22,233
2026-08-02 14:37:32,34.0,86.2,1676.15,0.51,233
2026-08-02 14:37:37,35.2,86.9,1590.75,2.15,233
2026-08-02 14:37:42,44.8,85.7,1736.79,2.03,233
2026-08-02 14:37:47,22.1,83.7,1982.16,2.12,233
2026-08-02 14:37:52,33.5,84.0,1948.61,4.93,233
2026-08-02 14:37:57,44.5,85.7,1738.92,0.29,233
2026-08-02 14:38:02,18.4,85.8,1729.86,0.25,232
2026-08-02 14:38:07,25.2,85.4,1771.25,0.32,232
2026-08-02 14:38:12,33.2,85.3,1783.15,0.22,232
2026-08-02 14:38:17,28.1,84.4,1892.99,0.22,233
2026-08-02 14:38:22,26.9,84.8,1846.19,0.32,236
2026-08-02 14:38:27,50.7,86.4,1657.14,0.25,233
2026-08-02 14:38:32,27.6,87.0,1579.96,0.21,233
2026-08-02 14:38:37,38.7,88.1,1446.08,0.3,233
2026-08-02 14:38:42,18.4,88.6,1390.86,0.22,235
2026-08-02 14:38:47,61.5,86.3,1664.45,1.47,233
2026-08-02 14:38:52,49.2,87.4,1528.14,1.2,236
2026-08-02 14:38:57,48.1,87.1,1566.06,1.9,233
2026-08-02 14:39:02,26.8,87.6,1506.26,1.8,233
2026-08-02 14:39:07,33.8,87.8,1486.32,1.51,233
2026-08-02 14:39:12,26.9,87.2,1556.59,4.85,233
2026-08-02 14:39:17,19.8,86.4,1658.95,0.18,233
2026-08-02 14:39:22,20.8,86.6,1633.26,1.25,233
2026-08-02 14:39:27,33.3,84.4,1892.63,0.24,233
2026-08-02 14:39:32,38.4,84.3,1913.7,0.18,233
2026-08-02 14:39:37,23.1,84.9,1840.37,0.2,233
2026-08-02 14:39:42,43.9,85.5,1763.6,0.31,233
2026-08-02 14:39:47,26.5,86.1,1692.91,0.22,233
2026-08-02 14:39:52,27.7,86.0,1708.73,0.24,233
2026-08-02 14:39:57,26.0,87.2,1557.13,0.32,234
2026-08-02 14:40:02,39.2,86.9,1588.1,0.2,234
2026-08-02 14:40:07,18.8,87.1,1567.22,0.3,234
2026-08-02 14:40:12,24.2,87.0,1584.64,0.43,234
2026-08-02 14:40:17,32.5,84.1,1931.4,0.31,234
2026-08-02 14:40:22,33.3,84.3,1914.67,0.38,235
2026-08-02 14:40:27,49.1,84.8,1854.32,0.28,234
2026-08-02 14:40:32,37.0,85.0,1825.17,0.37,234
2026-08-02 14:40:37,37.8,85.1,1811.96,0.29,234
2026-08-02 14:40:42,45.0,85.2,1796.19,0.24,234
2026-08-02 14:40:47,61.2,86.1,1691.62,0.34,238
2026-08-02 14:40:52,37.7,86.0,1701.28,0.23,237
2026-08-02 14:40:57,26.0,86.5,1642.6,0.24,234
2026-08-02 14:41:02,22.5,86.8,1604.2,0.35,234
2026-08-02 14:41:07,32.4,86.8,1609.56,0.14,236
2026-08-02 14:41:12,27.7,87.3,1540.79,0.24,234
2026-08-02 14:41:17,45.3,86.2,1678.48,2.81,235
2026-08-02 14:41:22,35.6,87.2,1563.13,0.24,233
2026-08-02 14:41:27,18.3,87.9,1476.78,0.27,233
2026-08-02 14:41:32,30.9,87.5,1521.26,0.2,233
2026-08-02 14:41:37,23.0,87.6,1506.0,0.13,233
2026-08-02 14:41:42,25.1,87.8,1482.25,0.2,233
2026-08-02 14:41:47,20.8,88.7,1369.02,0.17,235
2026-08-02 14:41:52,31.0,89.2,1311.14,0.16,233
2026-08-02 14:41:57,31.6,85.8,1724.55,75.46,233
2026-08-02 14:42:02,28.7,86.8,1609.94,0.25,233
2026-08-02 14:42:07,38.0,86.5,1644.6,0.18,233
2026-08-02 14:42:12,21.8,84.9,1838.48,0.13,233
2026-08-02 14:42:17,12.1,85.1,1810.78,0.28,233
2026-08-02 14:42:22,23.6,84.8,1846.73,0.19,233
2026-08-02 14:42:27,21.4,84.7,1858.58,0.18,233
2026-08-02 14:42:32,24.1,84.3,1910.54,0.19,232
2026-08-02 14:42:37,18.6,85.0,1825.0,0.2,232
2026-08-02 14:42:42,32.6,84.8,1847.66,0.14,231
2026-08-02 14:42:47,18.7,84.2,1924.57,0.22,231
2026-08-02 14:42:52,15.4,84.7,1865.61,0.18,231
2026-08-02 14:42:57,10.9,84.7,1857.78,0.17,231
2026-08-02 14:43:02,14.0,83.4,2015.12,0.25,231
2026-08-02 14:43:07,20.6,80.8,2333.75,0.17,231
2026-08-02 14:43:12,6.7,80.8,2337.49,0.18,231
2026-08-02 14:43:17,6.3,80.7,2349.27,0.19,230
2026-08-02 14:43:22,8.7,81.1,2294.44,0.22,231
2026-08-02 14:43:27,7.2,81.1,2293.66,0.13,231
2026-08-02 14:43:32,13.3,81.1,2299.38,0.15,232
2026-08-02 14:43:37,21.9,81.1,2294.78,0.34,232
2026-08-02 14:43:42,12.3,80.7,2346.76,0.18,232
2026-08-02 14:43:47,6.3,80.6,2356.48,0.17,231
2026-08-02 14:43:52,10.8,80.2,2412.22,0.23,230
2026-08-02 14:43:57,12.2,80.3,2394.09,0.46,231
2026-08-02 14:44:02,12.5,80.5,2378.64,0.58,231
2026-08-02 14:44:07,7.6,80.3,2396.75,0.17,230
2026-08-02 14:44:12,10.8,80.7,2349.82,0.27,231
2026-08-02 14:44:17,10.4,80.5,2368.84,0.24,231
2026-08-02 14:44:22,8.8,80.7,2343.2,0.2,231
2026-08-02 14:44:27,15.8,80.5,2370.18,6.38,232
2026-08-02 14:44:32,10.4,80.6,2355.23,0.15,232
2026-08-02 14:44:37,23.2,79.5,2488.52,0.26,232
2026-08-02 14:44:42,9.1,79.1,2544.62,0.19,232
2026-08-02 14:44:47,8.6,79.1,2538.23,0.22,232
2026-08-02 14:44:52,12.0,79.2,2536.84,0.22,231
2026-08-02 14:44:57,15.0,79.4,2508.44,0.14,231
2026-08-02 14:45:02,22.3,79.4,2502.04,0.33,231
2026-08-02 14:45:07,13.7,79.5,2496.01,0.26,231
2026-08-02 14:45:12,13.7,79.7,2468.13,0.17,231
2026-08-02 14:45:17,12.3,79.8,2461.64,0.21,231
2026-08-02 14:45:22,12.9,79.6,2477.12,0.2,231
2026-08-02 14:45:27,20.0,79.8,2454.6,1.76,232
2026-08-02 14:45:32,18.9,80.2,2406.63,0.26,233
2026-08-02 14:45:37,17.0,80.6,2354.56,0.24,233
2026-08-02 14:45:42,10.2,80.7,2349.42,0.16,233
2026-08-02 14:45:47,11.8,80.6,2366.37,0.15,233
2026-08-02 14:45:52,11.4,80.7,2350.05,0.2,234
2026-08-02 14:45:57,21.5,80.5,2368.66,0.15,234
2026-08-02 14:46:02,8.0,80.6,2362.0,0.18,234
2026-08-02 14:46:07,11.1,80.5,2367.39,0.21,234
2026-08-02 14:46:12,7.6,80.5,2372.69,0.16,234
2026-08-02 14:46:17,7.0,80.5,2372.87,0.31,234
2026-08-02 14:46:22,12.5,80.6,2365.79,0.2,233
2026-08-02 14:46:27,8.5,80.6,2360.74,0.19,233
2026-08-02 14:46:32,12.5,80.5,2374.17,0.14,233
2026-08-02 14:46:37,13.7,80.6,2364.16,0.25,233
2026-08-02 14:46:42,9.9,80.5,2370.12,0.17,233
2026-08-02 14:46:47,9.4,80.4,2389.05,0.15,233
2026-08-02 14:46:52,12.7,80.9,2326.55,0.36,234
2026-08-02 14:46:57,81.2,81.7,2230.61,1.77,251
2026-08-02 14:47:02,99.9,82.5,2134.91,0.49,250
2026-08-02 14:47:07,76.1,80.1,2419.33,0.56,245
2026-08-02 14:47:12,51.2,77.8,2698.04,3.1,246
2026-08-02 14:47:17,27.8,78.1,2659.2,1.64,247
